post_coital_scene;9.00
rich_man;9.00
mixed_caps_in_title;8.00
alzheimer's_disease;8.86
long_take;7.83
hidden;8.00
spice;8.00
young_action_hero;7.00
bottomless_pit;6.00
doghouse;9.00
man_on_a_toilet;8.00
dog_pound;9.00
dead_woman_with_eyes_open;8.00
leg_amputation;9.00
camera_zooming_in;9.00
detachment;9.00
losing_weight;9.50
hidden_city;2.00
reference_to_the_ramones;8.00
begins_with_text;6.00
social_security_card;9.00
u.s._japanese_relations;8.00
protective_mother;8.00
dog_food;9.00
alliterative_title;7.00
apple_inc;10.00
naturalist;2.00
death_by_gas;7.00
year_in_title;10.00
regaining_sight;7.00
spying_on_neighbor;9.00
genetic_alteration;6.00
arrow;7.50
volcano;8.82
fate_of_the_world;7.00
hypnosis_resistant;9.00
sawed_off_shotgun;8.18
tech_noir;8.80
doomed_civilization;7.00
burial;8.00
angola;8.00
telescope;7.14
child_uses_a_gun;8.00
card_counting;8.00
knockout;8.00
whig;8.00
sambodromo;7.00
spider;7.50
satchel;10.00
motorcycle_gang;6.00
police_ambush;8.00
unloading_a_truck;8.00
air_strip;6.00
laboratory;7.29
cambridge_massachusetts;9.00
homicidal_maniac;8.00
whip;6.00
black_bra_and_panties;7.33
mortician;7.00
police_harassment;9.00
snail;6.50
identical_twins;6.33
ticking_clock;9.00
homoeroticism;7.00
cherry_blossom;7.50
werder_game_park_bremen;9.00
final_showdown;5.80
border_guard;10.00
evil_laugh;7.00
baby_dinosaur;8.00
appearing_from_water;6.50
corona_beer;7.00
1910s;7.50
reference_to_jules_verne;8.00
dracula;6.50
healing_gift;9.00
drug_traffic;8.00
fugitive;7.56
howling_at_the_moon;7.00
crime_of_passion;9.00
great_depression;7.00
grapes;10.00
child_smoking;9.00
master_thief;9.00
silent;9.00
trapped_in_a_human_body;8.00
roadside_bomb;8.00
kitchen_fire;7.00
man_slaps_a_man;9.00
diabetic;10.00
plot_twist;8.00
color_remake_of_black_and_white_film;5.00
hidden_gun;8.50
subway_accident;7.00
washington_square_manhattan_new_york_city;4.00
fast_action_in_slow_motion;7.00
iceman;8.00
1970s;8.19
brussels_belgium;8.00
white_trash;9.00
pregnant_with_an_alien_fetus;6.00
invisible_car;8.00
hit_in_the_face;8.20
steroids;7.00
wasp;7.00
fresh_start;10.00
trouble_breatthing;4.00
film_actor;8.00
hockey_mask;4.00
crossword_puzzle;8.00
male_star_appears_nude;9.00
red_cross;9.00
platinum_blonde;8.00
heroic_bloodshed;7.00
basketball;8.40
search_for_truth;9.00
service;10.00
wire_transfer;7.00
engagement;7.67
gentleman_caller;8.00
pregnant_woman;8.00
unnecessary_guilt;10.00
menage_a_trois;8.00
master;8.00
radiation_made_monster;6.00
legs;7.14
genesis;8.00
danish;7.67
two_in_a_bathtub;8.00
carousel;7.50
cheerleader_uniform;9.00
conversion_to_judaism;9.00
loss_of_brother;8.92
fake_doctor;7.50
coal_mine_fire;8.00
wisdom;8.75
battery_razor;9.00
assisting_the_elderly;8.00
peril;9.33
homing_device;5.00
shot_to_death;7.49
icicle;6.20
coward;7.25
handcuffs;7.67
tree;7.05
shower;7.44
biological_warfare;10.00
zimbabwean;8.00
good_versus_evil;7.00
gang_that_lives_together;8.00
seminary;7.00
manhole_cover;9.00
reference_to_the_scarlet_letter;8.00
sanctuary;8.00
assertiveness;7.50
elephant_graveyard;10.00
runner;7.33
israeli_soldier;6.00
moral_transformation;9.00
sperm_whale;7.00
fart_in_blooper_reel;5.00
director_also_cinematographer;7.00
exorcist;7.71
someone_in_socks;8.00
warsaw_ghetto;10.00
mafia_boss;8.50
real_tv_show_shown_in_fictional_situation;7.50
wading_across_a_river;7.00
reference_to_rembrandt;8.00
gymnasium;7.75
escalator;7.00
person;7.00
reference_to_isaac_newton;10.00
jekyll_and_hyde;4.00
changing_clothes;9.00
husky_dog;8.00
occupation_in_title;8.50
hyperventilation;9.00
cigar_box;9.00
tv_broadcast;7.00
mother_earth;2.00
kremlin;9.00
body_bag;8.40
falling_to_one's_death;8.00
crystal_ball;10.00
deoxyribonucleic_acid;6.33
moesko_island_oregon;6.00
house_fly;8.50
motivational_speaker;9.00
mouth;8.00
addict;10.00
letter;8.00
videotaping;9.00
eye_transplant;8.00
handmade_electronic_toy;8.00
reference_to_buddha;8.00
morality;8.80
title_appears_in_writing;7.33
speed_racer;9.00
singer;7.21
professor;7.56
holding_hands;8.22
teaching_to_hitchhike;7.00
actor_shares_first_name_with_character;7.25
illegal_alien;9.00
one_armed_man;6.50
1500s;7.00
scream;7.29
horror_comic;8.00
american_muscle;9.00
bomb;7.14
wedding_video;8.00
new_york_world's_fair_1964_1965;8.00
tequila;7.00
bank_vault;8.33
sexist;9.00
glass_of_milk;9.00
greek_christian;7.00
shuttle_craft;7.50
ulcer;8.00
sexism;8.00
shot_in_the_heart;8.00
caper;8.00
exploding_cigar;10.00
gross_out_humor;5.33
remake_of_japanese_film;7.50
reference_to_the_home_shopping_network;8.00
death_grip;10.00
65_year_old;9.00
buxom;5.00
altering_the_future;8.00
disembowelment;4.50
fake_marriage;8.00
auto_shop;7.00
male_makeover;8.00
rite_of_passage;7.50
crashing_into_a_power_pole;4.00
rice;9.00
poodle_puppy;7.00
butt_slap;6.00
plate;7.00
salespeople;8.00
lawn_mower;8.67
remake_of_tv_show;2.00
godzilla;6.00
sexual_compulsion;8.00
vehicle_driving_by_itself;7.00
wetting_oneself;6.00
red_bra;5.00
boathouse;6.00
clumsiness;6.67
knit_hat;4.00
new_beginning;9.20
net;4.00
nervous_breakdown;9.00
jaguar;10.00
framed_butterfly;9.00
domestic_strife;8.00
sing_along;7.00
lawn_mowing;8.00
nordenfelt_gun;8.00
troubled_youth;6.50
native_american;7.80
intentionally_misspelled_title;8.00
speaking_animal;8.00
generosity;8.00
warrior_race;9.00
disaster;6.29
hand_cut;7.00
heirloom;8.00
branding;5.00
recruit;6.67
dinosaur_skeleton;7.00
corporatization;8.00
year_1887;7.00
indie_band;2.00
running_on_water;7.00
water_cure;8.00
hammer;7.83
birth_defect;10.00
cut_hand;8.00
laid_off;7.00
forest_conservation;10.00
kicked_in_the_belly;7.00
deadpan;9.00
sombrero;8.00
drover;6.00
reference_to_charlie_chaplin;8.00
eaten_alive;6.61
bridge_collapse;7.00
bitten_in_the_face;7.00
beam_of_energy;7.00
father_daughter_reunion;6.00
pirate;7.47
pants_falling_down;5.00
screwball;6.80
nature;7.40
felony;8.00
culinary_artist;8.00
optimist;8.00
girl_wearing_glasses;2.00
standing_in_the_rain;8.00
wall_safe;8.00
wtf;4.00
defiance;10.00
debt;7.33
lovers_lane;4.00
fake_newscast;8.00
pity;9.00
glass_of_water;4.00
accident;7.00
gay_roommate;10.00
no_exit;9.00
anti_virus;6.00
magic_act;8.00
himalayas;8.50
cup;6.00
newspaper_office;7.00
deposition;8.00
head_cut_off;8.00
cremated_remains;8.00
transvestite;9.00
obscenity;7.00
cityscape;6.80
sheepdog;6.00
animated_sequence;7.89
extremist_group;8.00
rednecks;9.00
trailer_house;9.00
train_wheel;7.00
canyon;8.33
broken_ankle;9.00
pregnancy;7.07
blonde;7.36
sydney_harbor_bridge;8.00
mystic_cult;8.00
screaming_in_horror;8.00
lighthouse;6.83
kung_fu_fighting;10.00
destroyed_wall;7.00
music_contest;5.00
trapdoor;7.20
grotto;7.33
synchronicity;8.00
suicide_contemplation;9.00
exploding_gasoline_station;7.33
street_market;8.50
stadium;7.73
hand_twitch;7.00
apoplectic_stroke;8.00
superhuman;6.00
traffic_spikes;7.00
electrocution;6.77
one_night;7.00
swing_music;9.00
maternal_instinct;8.00
worker;7.00
filmmaker;8.00
confinement;10.00
upside_down_world;7.00
child;7.57
sequel_to_cult_favorite;8.50
snake_in_mouth;5.00
egyptian_music;8.00
white_picket_fence;8.00
reference_to_the_pope;6.00
sex_slave;8.50
epic_battle;7.00
true_love;6.55
killed_in_a_car_accident;8.00
psychiatric_ward;8.00
acceptance_of_death;9.00
harvesting;5.00
flooding;10.00
tribal_chief;7.00
remembering;10.00
full_moon;7.00
gene_kelly_impersonation;9.00
motorcycle_jump;8.00
blind_date;8.00
feather_duster;9.00
arm_sling;7.00
lack_of_trust;9.00
waking_up_from_a_coma;7.33
christmas_movie;6.00
locksmith;8.33
capuchin_monkey;9.00
river_battle;7.00
bing_search_engine;8.00
animal_smuggling;7.00
violin;7.80
doorman;8.00
pet_as_gift;7.00
breakfast;7.56
seeing_the_future;8.00
world_cup;8.00
title_directed_by_female;6.45
masked_killer;4.00
pawnshop;6.00
dance_show;9.00
mistaking_reality_for_dream;7.00
sexual_assault;8.20
riding_a_freight_train;8.00
rebellion;7.79
west_virginia;9.00
fingers_shot_off;7.00
art_school;7.00
shape_shifting_alien;6.00
tragic_heroine;9.00
killer_vs_killer;4.00
rise_to_power;9.00
aurora_borealis;5.00
train_bathroom;8.00
based_on_short_film;7.00
face_ripped_off;8.00
stealing_clothing;6.00
anti_establishment;8.00
valentine's_day;10.00
apostrophe_in_title;6.73
ice_skating;6.67
magical_necklace;8.00
woman_fights_a_man;8.00
tuna;7.00
irregular_heartbeat;9.00
nashville_tennessee;10.00
aikido;7.00
times_square_manhattan_new_york_city;5.83
hit_in_the_stomach;8.00
marriage_annulment;7.00
possessed_individual;8.00
cheering_crowd;8.67
corporate;7.00
struggling_artist;9.00
amphibious_vehicle;4.00
strong_female_lead;7.36
mortal_wound;10.00
akvavit;8.00
reference_to_slurpee;7.00
female_fighter;6.33
disguise;7.47
transforming_robot;5.00
shot_in_the_nose;4.00
prosthetic_foot;7.00
airbag;7.00
emergency_surgery;6.00
caregiver;9.00
fire_eater;7.00
lasso;6.00
throwing_eggs;9.00
airplane_cockpit;7.00
handshake;8.40
refugee_camp;6.00
driving_on_the_sidewalk;8.00
insubordination;6.50
eye_blinking;10.00
hag;6.00
atlantic_ocean;6.50
child_soldier;9.00
prison;7.75
keying_a_car;8.00
hat;7.00
traumatic_past;10.00
horse_and_carriage;7.22
finger_bitten_off;10.00
paleontology;7.00
rio_grande;10.00
survival;7.96
sodium_hydroxide;6.00
one_way_mirror;7.00
tastes_like_chicken_joke;9.00
birth;6.60
hospital_fight;7.00
reference_to_john_philiip_sousa;9.00
mirror_lined_box;4.00
shadow;3.00
vigilante;8.20
apartment_building;6.75
desire;8.25
plato;10.00
fountains_of_belagio;8.00
environmental_preservation;10.00
sit_up;9.00
unfaithful_wife;8.75
pornographic_video;7.50
malnutrition;2.00
prologue;7.39
bright_light;8.00
dark_humor;8.00
volcano_eruption;9.00
attorney;6.50
hostage_situation;10.00
creek;9.00
crowd;6.50
national_archives;8.00
macabre;8.00
self_centeredness;9.00
class_conflict;8.00
crown;7.00
dropping_a_wrench;8.00
captive;8.88
indian_scout_45_the_motorcycle;9.00
new_lifeform;6.00
billboard;7.83
istanbul_turkey;8.00
gang_brawl;8.00
rotisserie;7.50
masked_hero;7.11
creep;7.00
dead_body_in_a_bag;7.00
confidence_man;8.00
playing_catch;6.00
reference_to_cole_porter;8.00
answering_machine;6.80
ukrainian;7.67
security_video;8.00
repression;9.00
secret_mission;6.00
fog;7.50
army_commander;10.00
skin_peeling_off;8.00
syphilis;8.00
bodily_dismemberment;7.50
40_oz;8.00
exploding_plane;6.33
boxing_movie;8.75
trampoline;9.00
murder_by_gunshot;9.00
bottle_smashed_over_someone's_head;8.00
fish_in_title;6.00
random_violence;9.00
losing;7.67
bowing;8.00
valium;8.00
fighting_brothers;7.00
iberia_airlines;8.00
lackey;9.00
dead_woman_on_a_bed;10.00
donation;6.00
despair;8.27
maconha;8.50
seaplane;8.00
characters_from_different_time_periods;3.00
medical_facility;8.00
human_statue;7.00
deceased_wife;9.00
goofy_holler;5.00
second_in_series;8.00
alice_in_wonderland;7.00
card_dealer;8.00
nobel_prize;10.00
honeymoon;6.50
makeshift_parachute;7.00
reference_to_pringle's;8.00
queen_of_hearts;7.00
dead_parents;8.00
cannibal;5.50
hospice;6.00
coin_tossing;10.00
christmas_season;6.00
talking_to_a_dog;9.00
wendover_utah;9.00
childhood_crush;3.00
paranormal_phenomenon;4.00
grave_robber;7.00
learning_identity_of_father;8.00
wedding_night;7.33
exchange_student;7.00
loss_of_family;9.33
sequel_mentioned_during_end_credits;8.33
greatness;10.00
chevrolet_uplander;9.00
executing_the_wounded;7.00
bicycle_accident;6.33
magnifying_glass;8.00
death_on_stage;9.00
short_shorts;8.00
character_turns_red;7.00
lesbian_nurse;9.00
year_2094;6.00
cassowary;9.00
ends_with_lesson_not_learned;8.00
employment_agency;8.00
thrown_through_a_wall;7.25
war_paint;10.00
nude_photo;8.00
exposed_thong_underwear;7.00
soap_opera_in_plot;9.00
abusive_father;8.75
scotland_yard;7.00
sex_joke;9.00
incinerator;9.00
gun_store;7.33
duel;7.38
secret_military_operation;7.25
divine_intervention;8.50
mortally_wounded;10.00
piggy_back_ride;7.33
reference_to_milli_vanilli;7.00
teen_love;8.00
sheraton_hotel;7.00
duet;7.00
jules_verne;7.00
woman_initiating_sex;6.00
year_1935;9.00
passenger;7.00
head_ripped_off;5.33
meddling;6.00
kissing_in_public;8.75
reference_to_elvis_presley;7.00
hispanic_american;9.00
bathrobe;7.33
slash_in_title;9.00
missing_daughter;7.33
bedsheet;6.00
decapitation;7.00
crotch_grab;7.25
historical_fiction;7.50
pregnant_wife;8.00
blow_job_in_a_car;9.00
leaving_home;9.50
glacier;6.33
hypocrisy;7.00
eating_a_raw_egg;9.00
african_american;7.30
actor;7.50
flood;6.77
dancer_wearing_tassel;7.00
republic;10.00
fight_the_system;7.50
lost_memory;9.00
macaroon;9.00
transgender;7.00
dead_rat;7.33
steamship;6.00
parking_ticket;7.00
hiding_in_a_closet;7.17
park_avenue;9.00
talking_doll;7.00
copying_machine;8.00
deathbed;8.00
caught_having_sex;9.00
persecution;9.00
military_funeral;9.00
star_spangled_banner;7.33
self_discovery;8.69
jitterbug;8.00
reference_to_mikhail_gorbachev;9.00
singing_animal;10.00
glamour_girl;7.00
wife_and_husband_lead_actors;8.00
barrel;7.00
bone_cancer;9.00
time;8.57
steep_hill;6.00
gmc_vandura;9.00
peacock;6.00
irrigation;9.00
church_service;7.67
bitten_in_the_neck;6.33
endless_loop;7.50
chain;7.33
firecracker;7.00
wooden_eye;9.00
city_of_children;8.00
divorced_parents;6.00
food_as_sex_metaphor;2.00
looking_through_a_keyhole;8.67
african_american_servant;8.00
scourging;8.00
crocodile;6.00
avalanche;7.00
artificial_hand;9.00
bad_smell;6.00
sexual_identity;9.00
skiing;8.00
store_manager;7.00
chair;7.50
grifter;8.00
zippo_lighter;8.50
rescuing_a_horse;8.00
ballet;8.75
pasadena_california;9.00
religion;7.04
self_deception;10.00
precognition;6.50
tragic_romance;9.00
pen;7.33
crater;8.50
new_age;7.00
child_slavery;8.00
standing_ovation;8.00
voice_imitation;7.25
deeply_disturbed_person;9.50
medicine_woman;8.00
saving_the_world;7.91
soccer_hooligan;8.00
month_in_title;10.00
jerk;8.00
recipe;8.00
disobey_direct_order;5.00
albino;6.00
mass_death;9.50
hardwork;9.00
angry_mob;7.75
microsoft_windows;4.00
rationality;9.00
forced_perspective;9.33
shanty_town;8.00
set_on_fire;8.00
radio_broadcast;10.00
reference_to_oedipus;7.00
smothered_to_death;7.00
corrupt_cop;7.83
judaism;8.33
tricycle;6.50
tear;6.00
self_control;5.00
barefoot_woman;5.00
martial_artist;7.75
2140s;9.00
crustacean;8.00
subway;7.24
canada_goose;7.00
delivery_boy;5.00
thomas_malthus;8.00
bonfire;7.75
pool_game;10.00
gremlin;8.00
attic;8.30
gasoline;7.90
river_thames;9.00
flash_flood;9.00
prediction;7.00
sign;7.00
speed_of_light;8.00
supernatural_being;8.00
laser_sword;10.00
candlestick;7.00
catatonia;8.00
stunt_double;10.00
u.s._national_guard;4.00
parachuting;7.00
bearded_man;9.00
young_love;7.12
football_coach;9.00
cleanliness;8.00
jeopardy;8.00
attempted_genicide;7.00
extraterrestrial;7.11
spare_part;8.00
murder_of_brother;9.00
girl_stripped_down_to_panties;9.33
stabbed_in_the_stomach;7.67
falling;7.83
badge;7.00
talking_to_mirror;6.00
musical_saw;8.00
female_hacker;7.00
street_kid;8.00
salt_lake_city_utah;8.00
flying_lesson;7.00
funeral;7.79
live_television;7.00
understanding;8.00
crawling_under_a_fence;9.00
magnetism;8.00
nemesis;6.00
talking_to_an_animal;6.00
strapped_down;6.00
films_that_begin_with_final_chronological_scene;10.00
identity_swapping;5.67
flying_ship;7.00
sex_toy;8.00
south_korea;6.00
molestation;7.00
trapped_in_a_mirror;4.00
redemption;8.17
monster_truck;4.00
bitten_in_the_throat;6.80
self_cutting;5.00
windstorm;8.00
american_south;5.50
hit_on_the_back_of_one's_head;9.00
hotwiring;8.00
woman_with_a_gun;7.00
gay_sex;10.00
thorazine;9.00
love;7.61
truck_car_collision;7.00
knife_in_the_head;10.00
goblet;6.00
score_employs_electronic_instruments;10.00
mother_daughter_conflict;8.00
evil_girl;8.00
arch_villain;9.00
child_in_danger;8.00
rock_star;10.00
prosthetic_limb;6.75
sunbathing;7.00
homesick;9.00
turret;4.00
race_relations;8.70
single_set_production;8.00
tierra_del_fuego;8.00
quitting_job;10.00
screaming_man;9.00
human_alien_team;7.00
gentle_giant;7.00
bullet_hole;8.00
running_for_your_life;7.67
mental_torture;10.00
tinker_bell;8.00
duality;7.00
yamashiro_province_japan;8.00
egyptology;6.00
grand_piano;8.75
doppelganger;7.33
assimilation;6.00
oregon;8.67
slip_the_undergarment;7.00
bottlecap;8.00
stool_pigeon;9.00
same_actor_playing_two_characters;6.75
scepter;7.00
reference_to_nike;8.00
gin_and_tonic;10.00
lumberjack;7.00
crab_walk;8.00
abortion;6.50
new_haven_connecticut;8.00
movie_star;6.50
framed_for_murder;6.75
two_word_title;7.67
custom_official;9.00
vampire_slayer;6.33
monkey_smoking;8.00
gunfire;8.00
card_game;6.00
rich_woman_poor_man;9.00
costumed_vigilante;8.00
spitting_into_a_drink;8.00
canon;4.00
botox;8.00
romanticism;6.50
nascar;7.00
anti_muslim;8.00
ranch_foreman;6.00
exploding_tank;6.50
central_intelligence_agency;10.00
oatmeal;7.00
stockbroker;9.00
starship_crew;6.00
sexy_female_vampire;6.00
cave_painting;6.75
hotel_suite;8.00
winter;8.25
robot_army;7.00
cartoon_on_television;7.00
persian_american;9.00
vietnam_veteran;8.33
elephant;7.93
automatic_dishwasher;9.00
aviophobia;8.00
based_on_story;4.00
female_janitor;8.00
passover;7.00
laundry;8.00
explorer;7.33
nail_through_hand;7.00
heckler_and_koch_g36;8.00
mistaken_identity;7.32
tool_shed;10.00
diving_helmet;8.00
thrown_through_a_window;7.12
abstract_painting;9.00
memory_lapse;10.00
dove;7.00
murderess;8.00
pulley;8.00
stress;8.00
surfing;7.75
ss;9.25
mass_destruction;6.25
wheelchair;8.43
box_cutter;2.00
19th_century;7.32
electronic_tag;8.00
exploding_skull;9.00
truck;7.43
female_lead;9.00
throwing_a_drink_on_someone;7.00
hallucinogen_toxication;8.00
shared_bath;9.00
manga;9.00
kissing_hand;8.00
double_take;8.00
mink_coat;6.00
webpage;8.00
epilepsy;9.33
house_fire;8.00
imitating_a_seal;8.00
bald_woman;10.00
ginger_cat;6.00
deity;10.00
state_flag;8.00
butcher_knife;8.00
yawning;8.00
thumb;6.00
accordion;8.00
middle_ages;6.00
ventura_boulevard_los_angeles;9.00
anthropomorphic_animal;7.70
twitching;7.00
self_sacrifice;7.79
berlin_wall;9.50
sierra_leone_civil_war;8.00
suspicion;8.18
alien_intelligence;10.00
solitary_confinement;5.50
swastika;9.00
talking_robot;7.00
limbo;8.00
overhead_shot;8.50
wedding_of_main_characters;7.00
matches;7.00
female_musician;8.00
insomnia;7.80
mass_panic;6.00
tongue_stuck_to_ice;8.00
insect_in_title;6.67
broken_bone;9.00
shwannoma_neurofibrosarcoma;9.00
georgia_usa;9.00
spiritualism;9.33
gay_friend;8.00
incest_joke;3.50
man_in_a_wheelchair;8.00
common_cold;6.00
spine_ripping;5.00
garbage_barge;7.00
id_badge;8.50
london_bobby;9.00
sheepdog_trial;4.00
fishing_rod;7.00
fisherman;8.00
drug_addict;8.43
spiritualist;8.00
quarter;9.00
hydrogen_peroxide;7.00
turtle;8.00
islamic_terrorism;7.00
concertina;7.50
racial;9.00
simulated_reality;10.00
gallery_showing;7.00
sponsor;7.00
biblical_plagues;7.00
beetle;8.00
furniture;8.00
prequel_to_sequel;5.00
troll;10.00
neo_noir;8.81
north_africa;8.50
workaholic;6.50
rack_focus;9.00
reference_to_the_black_panthers;9.00
british_colonial;9.00
east_west;8.00
swordsman;5.67
profanation;8.00
investigation;7.56
trauma;8.00
internet;7.29
gay_subtext;3.00
notre_dame_cathedral;7.50
silent_filmmaking;8.00
southern_belle;9.00
whiz_kid;8.00
ray_gun;10.00
spinal_column;9.00
cat_lady;8.00
biting_someone's_hand;8.00
siege;8.33
kicking_in_a_glass_window;7.00
southern_accent;7.20
israeli_government;8.00
disrespect;9.00
reference_to_herbert_hoover;8.00
poaching;7.50
mime;8.00
soldier_of_fortune;8.00
photographing_oneself;8.00
man_wearing_a_wig;7.00
inhaler;9.00
make_believe;9.00
bombardier_challenger_600;7.00
bottled_water;9.00
training;7.55
no_panties;8.00
monsignor;6.00
programming;9.00
social_criticism;8.00
beauty_treatment;7.00
shave_and_a_haircut;10.00
carried_over_someone's_shoulder;7.00
broken_mirror;7.60
racist_insult;9.00
reading_a_comic_book;9.00
gunshot;7.47
silent_movie;8.00
sacred_object;7.00
cadillac_seville_sts;9.00
movie_in_title;7.00
potter;7.00
riding_a_bicycle_with_eyes_closed;9.00
animal_in_cast_credits;7.25
son_seeing_mother_murdered;9.00
spanish;7.75
picnic;8.20
paleontologist;6.00
city;7.11
white_rabbit;7.60
strait_jacket;8.75
wrath;9.00
convent;6.67
bite;7.50
shoebox;7.00
blond_boy;7.00
computer_genius;8.00
river_crossing;9.00
university_of_edinburgh;7.00
nuclear_disaster;5.00
typing;8.50
infected;6.00
revisionist_story;10.00
motorcycle_escort;9.00
drugstore;7.43
fire_axe;7.00
tri_cornered_hat;8.00
slasher;5.75
mobile_phone;8.33
based_on_article;7.00
starfish;7.50
merry_christmas;10.00
husband_wife_reunion;7.75
decompression_chamber;7.00
illusionist;8.00
spirituality;7.88
no_surrender;9.00
angel_of_death;7.00
calesthenics;7.00
